aphia_id,scientific_name,weight,rank
110438,Pseudocuma (Pseudocuma),11.2,Subgenus
110627,Pseudocuma (Pseudocuma) longicorne,14,Species
130355,Nephtys caeca,14,Species
130770,Harmothoe impar,14,Species
129557,Sclerocheilus,11.0,Genus
130982,Sclerocheilus minutus,14,Species
131171,Scolelepis bonnieri,14,Species
107218,Anapagurus laevis,14,Species
140033,Goniodoris nodosa,14,Species
138288,Onchidoris,22.0,Genus
140640,Onchidoris muricata,14,Species
107301,Ebalia tuberosa,14,Species
238132,Procerini,0.0,Tribe
129671,Proceraea,11.0,Genus
110730,Bryocryptellidae,8.0,Family
110835,Porella,11.0,Genus
111125,Porella concinna,14,Species
248352,Unciolidae,8.0,Family
465705,Unciolinae,8.2,Subfamily
101474,Unciola,11.0,Genus
102057,Unciola crenatipalma,14,Species
125516,Ammodytidae,8.0,Family
125910,Gymnammodytes,11.0,Genus
126754,Gymnammodytes semisquamatus,14,Species
129777,Ampharete falcata,14,Species
248,Corbulidae,8.0,Family
510704,Corbulinae,8.2,Subfamily
137841,Corbula,11.0,Genus
139410,Corbula gibba,14,Species
106040,Verrucomorpha,6.0,Order
106066,Verrucidae,8.0,Family
106140,Verruca,11.0,Genus
106257,Verruca stroemia,14,Species
793,Platyhelminthes,2.0,Phylum
138646,Timoclea,11.0,Genus
141929,Timoclea ovata,14,Species
130130,Glycera tridactyla,14,Species
560033,Spirobranchus lamarcki,14,Species
571832,Harmothoe glabra,14,Species
845957,Oligostraca,4.0,Superclass
1078,Ostracoda,4.0,Class
155943,Myodocopa,4.2,Subclass
2104,Myodocopida,6.0,Order
152314,Spio decorata,14,Species
15140,Conoidea,8.0,Superfamily
153853,Mangeliidae,8.0,Family
847924,Sorgenfreispira,11.0,Genus
847930,Sorgenfreispira brachystoma,14,Species
131544,Thelepus setosus,14,Species
129944,Caulleriella bioculata,14,Species
1497475,Acanthocardiini,0.0,Tribe
137732,Acanthocardia,11.0,Genus
138992,Acanthocardia echinata,14,Species
510501,Neognathostomata,4.2,Subterclass
1572017,Luminacea,6.0,Superorder
1572018,Echinolampadacea,6.0,Order
1572019,Scutelloida,6.2,Suborder
510558,Laganiformes,6.3,Infraorder
123159,Fibulariidae,8.0,Family
123384,Echinocyamus,11.0,Genus
124273,Echinocyamus pusillus,14,Species
110849,Amphiblestrum,11.0,Genus
111186,Amphiblestrum auritum,14,Species
334506,Phyllodoce groenlandica,14,Species
140589,Nucula nitidosa,14,Species
131415,Syllis armillaris,14,Species
124929,Ophiura ophiura,14,Species
101464,Aora,11.0,Genus
102012,Aora gracilis,14,Species
130599,Pholoe baltica,14,Species
101704,Synchelidium,11.0,Genus
102928,Synchelidium maculatum,14,Species
107150,Galathea intermedia,14,Species
246149,Polititapes,11.0,Genus
745846,Polititapes rhomboides,14,Species
237,Psammobiidae,8.0,Family
138388,Gari,11.0,Genus
140300,Spisula elliptica,14,Species
129331,Abyssoninoe,11.0,Genus
146469,Abyssoninoe hibernica,14,Species
111604,Alcyonidium parasiticum,14,Species
117237,Thuiaria,11.0,Genus
117940,Thuiaria thuja,14,Species
130673,Phyllodoce longipes,14,Species
15009,Pilargidae,8.0,Family
324420,Pilarginae,8.2,Subfamily
129463,Glyphohesione,11.0,Genus
130696,Glyphohesione klatti,14,Species
101452,Gitana,11.0,Genus
101977,Gitana sarsi,14,Species
131489,Eupolymnia nebulosa,14,Species
131174,Scolelepis korsuni,14,Species
125080,Amphiura filiformis,14,Species
140480,Mytilus edulis,14,Species
106798,Axiidae,8.0,Family
107067,Axius,11.0,Genus
107722,Axius stirhynchus,14,Species
137653,Pododesmus,11.0,Genus
138751,Pododesmus patelliformis,14,Species
110814,Tubuliporidae,8.0,Family
111054,Tubulipora,11.0,Genus
137650,Anomia,11.0,Genus
138748,Anomia ephippium,14,Species
179538,Nototropis vedlomensis,14,Species
387334,Calyptraeoidea,8.0,Superfamily
141,Calyptraeidae,8.0,Family
137722,Crepidula,11.0,Genus
138963,Crepidula fornicata,14,Species
129320,Syllidia,11.0,Genus
130198,Syllidia armata,14,Species
292947,Limnoriidea,6.2,Suborder
292948,Limnorioidea,8.0,Superfamily
118275,Limnoriidae,8.0,Family
118420,Limnoria,11.0,Genus
118917,Limnoria lignorum,14,Species
129344,Clymenella,11.0,Genus
130278,Clymenella cincta,14,Species
131168,Pseudopolydora paucibranchiata,14,Species
117030,Clytia,11.0,Genus
117368,Clytia hemisphaerica,14,Species
1079036,Ophiactoidea,8.0,Superfamily
123208,Ophiotrichidae,8.0,Family
123626,Ophiothrix,11.0,Genus
125131,Ophiothrix fragilis,14,Species
382298,Thyasiroidea,8.0,Superfamily
219,Thyasiridae,8.0,Family
138552,Thyasira,11.0,Genus
141662,Thyasira flexuosa,14,Species
101442,Pseudoprotella,11.0,Genus
101871,Pseudoprotella phasma,14,Species
